title, date, username, lat, lng, description
Ljubljana Old Town, Reviewed January 12 2017, demettac, 46.051033, 14.506317, Neighborhoods
Fountain of Three Carniolan Rivers (Vodnjak treh kranjskih rek), Reviewed January 22 2017, Barbara M, 46.050117, 14.506958, Fountains
Ljubljana Old Town, Reviewed June 23 2016, edward602015, 46.051033, 14.506317, Neighborhoods
Ljubljana Old Town, Reviewed September 5 2017, vercors514, 46.051033, 14.506317, Neighborhoods
Preseren Square, Reviewed May 31 2015, LuKyono, 46.051296, 14.506147, Points of Interest & Landmarks
Dragon Bridge (Zmajski Most), Reviewed October 8 2015, Dorsetbruce, 46.052151, 14.510453, Bridges
Cathedral of St. Nicholas (Stolnica Sv. Nikolaja), Reviewed September 13 2016, Edithbeatrizburgos, 46.050743, 14.508185, Sacred & Religious Sites
Metelkova, Reviewed October 13 2016, jgoldgar0, 46.056568, 14.516992, Neighborhoods
River Ljubljanica Kanal, Reviewed June 27 2016, Ulf-Stockholm, 46.050674, 14.505830, Bodies of Water
Triple Bridge (Tromostovje), Reviewed October 2 2017, WaegemakersChin, 46.051815, 14.506286, Bridges
Ljubljana Old Town, Reviewed September 2 2013, Eliza C, 46.051033, 14.506317, Neighborhoods
Ljubljana Old Town, Reviewed September 4 2012, Lyra E, 46.051033, 14.506317, Neighborhoods
ZOO Ljubljana, Reviewed October 1 2016, mhija2016, 46.054249, 14.471506, Zoos
Ljubljana Old Town, Reviewed September 13 2016, Wolfgang M, 46.051033, 14.506317, Neighborhoods
Ljubljana Old Town, Reviewed May 15 2017, ajt_austria, 46.051033, 14.506317, Neighborhoods
Ljubljana Old Town, Reviewed December 12 2015, mario r, 46.051033, 14.506317, Neighborhoods
Triple Bridge (Tromostovje), Reviewed November 6 2012, chiaramedici, 46.051815, 14.506286, Bridges
Triple Bridge (Tromostovje), Reviewed July 2 2014, ?????, 46.051815, 14.506286, Bridges
Dragon Bridge (Zmajski Most), Reviewed January 19 2016, Virginia Maria K, 46.052151, 14.510453, Bridges
River Ljubljanica Kanal, Reviewed June 1 2015, songtag48, 46.050674, 14.505830, Bodies of Water
Ljubljana Castle, Reviewed August 27 2016, Tiziano g, 46.048809, 14.508312, Castles
Triple Bridge (Tromostovje), Reviewed May 22 2017, george s, 46.051815, 14.506286, Bridges
Trnovski Pristan Embankment, Reviewed August 22 2016, on_the_go_98765, 46.042130, 14.507680, Scenic Walking Areas
Ljubljana Old Town, Reviewed February 7 2017, Tommaso-Budrio, 46.051033, 14.506317, Neighborhoods
Ljubljana Castle, Reviewed September 4 2015, SMNRAMOS, 46.048809, 14.508312, Castles
Ljubljana Castle Funicular, Reviewed July 18 2015, Cres, 46.049046, 14.508827, Castles
Preseren Square, Reviewed October 3 2014, Betula103, 46.051296, 14.506147, Points of Interest & Landmarks
Ljubljana Old Town, Reviewed August 25 2017, Tilde_lovepeace, 46.051033, 14.506317, Neighborhoods
Tivoli Park, Reviewed November 6 2016, Fabio A, 46.087688, 14.473920, Parks
Triple Bridge (Tromostovje), Reviewed August 9 2016, Marco9591, 46.051815, 14.506286, Bridges
Metelkova, Reviewed September 17 2017, ampar02016, 46.056568, 14.516992, Neighborhoods
Ljubljana Castle Funicular, Reviewed 4 weeks ago, alan57muir, 46.049046, 14.508827, Castles
Ljubljana Old Town, Reviewed July 29 2016, rami d, 46.051033, 14.506317, Neighborhoods
Tivoli Park, Reviewed April 9 2015, Found_Lost_Key, 46.087688, 14.473920, Parks
Ljubljana Castle, Reviewed April 2 2014, ALISON H, 46.048809, 14.508312, Castles
River Ljubljanica Kanal, Reviewed October 8 2015, Dorsetbruce, 46.050674, 14.505830, Bodies of Water
Metelkova, Reviewed yesterday, Fernando M, 46.056568, 14.516992, Neighborhoods
Ljubljana Old Town, Reviewed May 2 2015, Chuuk K, 46.051033, 14.506317, Neighborhoods
Franciscan Church (Franciskanska cerkev), Reviewed May 23 2017, Alexander A, 46.051380, 14.506208, Sacred & Religious Sites
Ljubljana Old Town, Reviewed March 9 2016, resper, 46.051033, 14.506317, Neighborhoods
Ljubljana Old Town, Reviewed December 22 2016, actarus81, 46.051033, 14.506317, Neighborhoods
Ljubljana Old Town, Reviewed August 18 2017, AchiaraT, 46.051033, 14.506317, Neighborhoods
Ljubljana Old Town, Reviewed April 6 2017, Armand90255, 46.051033, 14.506317, Neighborhoods
Ljubljana Old Town, Reviewed July 20 2017, Evgeniy73, 46.051033, 14.506317, Neighborhoods
Butcher's Bridge, Reviewed 4 weeks ago, Cary L, 46.051743, 14.508775, Bridges
Metelkova, Reviewed December 12 2016, dianateras, 46.056568, 14.516992, Neighborhoods
Ljubljana Castle, Reviewed August 21 2015, CamperistaNapoletano, 46.048809, 14.508312, Castles
Museum of Architecture and Design (MAO), Reviewed July 13 2015, Walter W, 46.050812, 14.563470, Specialty Museums
Tourist Information Centre Ljubljana, Reviewed May 16 2017, MirkoScermino, 46.051025, 14.506311, Visitor Centers
Ljubljana Old Town, Reviewed September 11 2013, Sapto G, 46.051033, 14.506317, Neighborhoods
Ljubljana Old Town, Reviewed October 6 2017, OceansRe, 46.051033, 14.506317, Neighborhoods
Avtobusna postaja Ljubljana, Reviewed 3 weeks ago, Philippe F, 46.057743, 14.509539, Mass Transportation Systems
Ljubljana Old Town, Reviewed September 9 2017, ramirojl, 46.051033, 14.506317, Neighborhoods
Ljubljana Old Town, Reviewed November 4 2014, Craig M, 46.051033, 14.506317, Neighborhoods
Museum of Illusions - Ljubljana, Reviewed September 19 2017, MuddyWalks, 46.049751, 14.503541, Children's Museums
Union Experience - Union Brewery, Reviewed December 12 2016, Teja H, 46.059261, 14.499269, Breweries
River Ljubljanica Kanal, Reviewed August 29 2013, Luiz F, 46.050674, 14.505830, Bodies of Water
Ljubljana Castle, Reviewed August 14 2016, gianlucasalza, 46.048809, 14.508312, Castles
Ljubljana Old Town, Reviewed August 17 2016, GBEL2014, 46.051033, 14.506317, Neighborhoods
Vodnik Square (Vodnikov trg), Reviewed April 16 2014, Julijana D, 46.051079, 14.509243, Monuments & Statues
Ljubljana Castle, Reviewed August 29 2016, Dave T, 46.048809, 14.508312, Castles
Preseren Square, Reviewed September 21 2011, Jim F, 46.051296, 14.506147, Points of Interest & Landmarks
Ljubljana Old Town, Reviewed November 14 2016, Clementina A, 46.051033, 14.506317, Neighborhoods
Ljubljana Castle Funicular, Reviewed August 18 2016, Eleonora C, 46.049046, 14.508827, Castles
Ljubljana Castle, Reviewed November 13 2016, Paolapuce, 46.048809, 14.508312, Castles
Vodnik Square (Vodnikov trg), Reviewed May 19 2017, Arga68, 46.051079, 14.509243, Monuments & Statues
Dragon Bridge (Zmajski Most), Reviewed August 26 2017, bibba1966, 46.052151, 14.510453, Bridges
Butcher's Bridge, Reviewed January 7 2014, Igor B, 46.051743, 14.508775, Bridges
Franciscan Church (Franciskanska cerkev), Reviewed June 24 2016, v_ino17, 46.051380, 14.506208, Sacred & Religious Sites
Ljubljana Castle, Reviewed August 12 2013, Hall_vi, 46.048809, 14.508312, Castles
Tivoli Park, Reviewed June 21 2014, RuthieH1, 46.087688, 14.473920, Parks
Tivoli Park, Reviewed July 30 2014, tim2101taichi, 46.087688, 14.473920, Parks
Skyscraper (Neboticnik), Reviewed September 11 2016, Sovamudrica, 46.053196, 14.503623, Architectural Buildings
Tivoli Park, Reviewed August 14 2017, Aleida1989, 46.087688, 14.473920, Parks
Ursuline Church of the Holy Trinity, Reviewed August 18 2014, FabioFedePIanobar, 46.049881, 14.502290, Churches & Cathedrals
Tivoli Park, Reviewed May 4 2013, Pejka, 46.087688, 14.473920, Parks
Ljubljana Castle Funicular, Reviewed November 13 2016, Paolapuce, 46.049046, 14.508827, Castles
Ljubljana Castle, Reviewed May 25 2017, Sonja M, 46.048809, 14.508312, Castles
Ljubljana Castle, Reviewed April 20 2017, fussy011, 46.048809, 14.508312, Castles
Preseren Square, Reviewed December 30 2015, Donato R, 46.051296, 14.506147, Points of Interest & Landmarks
Ljubljana Old Town, Reviewed August 23 2014, sakiyo0124, 46.051033, 14.506317, Neighborhoods
Ljubljana Castle, Reviewed June 25 2017, RonH1963, 46.048809, 14.508312, Castles
Dragon Bridge (Zmajski Most), Reviewed August 31 2015, Arga68, 46.052151, 14.510453, Bridges
Shoemaker's Bridge (Cevljarski Most), Reviewed December 12 2012, Marjana1952, 46.048454, 14.505839, Bridges
Shoemaker's Bridge (Cevljarski Most), Reviewed September 14 2017, dan b, 46.048454, 14.505839, Bridges
Ljubljana Castle, Reviewed July 29 2016, Ulrich V, 46.048809, 14.508312, Castles
Tivoli Park, Reviewed August 31 2015, ignazio b, 46.087688, 14.473920, Parks
Ljubljana Old Town, Reviewed December 18 2016, 123porCris, 46.051033, 14.506317, Neighborhoods
Ljubljana Castle, Reviewed October 15 2015, Manar A, 46.048809, 14.508312, Castles
Ljubljana Castle, Reviewed October 26 2013, TravellingFlowers, 46.048809, 14.508312, Castles
Ljubljana Castle, Reviewed June 25 2011, matt_and_kat, 46.048809, 14.508312, Castles
Cathedral of St. Nicholas (Stolnica Sv. Nikolaja), Reviewed November 6 2012, lauraC865, 46.050743, 14.508185, Sacred & Religious Sites
Zale Cemetery, Reviewed January 1 2016, igor f, 46.067551, 14.528420, Cemeteries
River Ljubljanica Kanal, Reviewed July 20 2017, stefanieadams09, 46.050674, 14.505830, Bodies of Water
Fountain of Three Carniolan Rivers (Vodnjak treh kranjskih rek), Reviewed April 27 2017, ????? ?, 46.050117, 14.506958, Fountains
Ljubljana Castle, Reviewed January 5 2016, Ezt-Jun, 46.048809, 14.508312, Castles
Ljubljana Castle, Reviewed 1 week ago, Francesco M, 46.048809, 14.508312, Castles
River Ljubljanica Kanal, Reviewed September 2 2016, Mireille M, 46.050674, 14.505830, Bodies of Water
Ljubljana Castle, Reviewed December 12 2016, Vicky E, 46.048809, 14.508312, Castles
Tivoli Park, Reviewed May 21 2015, marvelmartin, 46.087688, 14.473920, Parks
Ljubljana Old Town, Reviewed May 20 2015, AlexMidd43, 46.051033, 14.506317, Neighborhoods
Metelkova, Reviewed September 25 2015, Valeria G, 46.056568, 14.516992, Neighborhoods
Triple Bridge (Tromostovje), Reviewed March 4 2017, Krzysztof D, 46.051815, 14.506286, Bridges
Preseren Square, Reviewed December 21 2015, tanguito, 46.051296, 14.506147, Points of Interest & Landmarks
Ljubljana Castle, Reviewed July 9 2017, Rossella D, 46.048809, 14.508312, Castles
Preseren Square, Reviewed July 31 2015, M B, 46.051296, 14.506147, Points of Interest & Landmarks
Ljubljana Castle, Reviewed October 17 2015, JOLLYIsrael, 46.048809, 14.508312, Castles
Ljubljana Old Town, Reviewed March 25 2016, streghettalivorno, 46.051033, 14.506317, Neighborhoods
Shoemaker's Bridge (Cevljarski Most), Reviewed April 29 2017, caumanns w, 46.048454, 14.505839, Bridges
Gornji Trg, Reviewed August 20 2017, ?? ?, 46.046570, 14.507704, Points of Interest & Landmarks
Cathedral of St. Nicholas (Stolnica Sv. Nikolaja), Reviewed June 6 2016, Vanswieten, 46.050743, 14.508185, Sacred & Religious Sites
Preseren Square, Reviewed June 3 2017, Ales P, 46.051296, 14.506147, Points of Interest & Landmarks
Snopc o' tecca, Reviewed September 6 2013, Justfriend2013, 46.052231, 14.506470, Other Food & Drink
Ljubljana Castle Funicular, Reviewed December 20 2016, Isabelle R, 46.049046, 14.508827, Castles
River Ljubljanica Kanal, Reviewed June 14 2015, Robert K, 46.050674, 14.505830, Bodies of Water
Cankarjevo nabrezje, Reviewed June 4 2015, CarlosPampa, 46.049709, 14.505584, Historic Walking Areas
Ljubljana Castle, Reviewed August 15 2016, Zvonimir K, 46.048809, 14.508312, Castles
Ljubljana Old Town, Reviewed July 29 2013, EnergyCEO, 46.051033, 14.506317, Neighborhoods
Ljubljana Castle, Reviewed August 23 2016, Fatimaviareggio, 46.048809, 14.508312, Castles
Cathedral of St. Nicholas (Stolnica Sv. Nikolaja), Reviewed February 8 2016, pontan420, 46.050743, 14.508185, Sacred & Religious Sites
Ljubljana Castle, Reviewed April 20 2015, Daniele P, 46.048809, 14.508312, Castles
Ljubljana Castle Funicular, Reviewed September 12 2017, Heinz S, 46.049046, 14.508827, Castles
Roznik Hill, Reviewed September 7 2017, pinguin89, 46.055389, 14.476960, Hiking Trails
Cathedral of St. Nicholas (Stolnica Sv. Nikolaja), Reviewed August 25 2016, AlekseyTsvetkov, 46.050743, 14.508185, Sacred & Religious Sites
River Ljubljanica Kanal, Reviewed October 7 2014, Oli B, 46.050674, 14.505830, Bodies of Water
Tivoli Park, Reviewed August 7 2013, barynek, 46.087688, 14.473920, Parks
Preseren Square, Reviewed September 13 2017, TheNike, 46.051296, 14.506147, Points of Interest & Landmarks
Franciscan Church (Franciskanska cerkev), Reviewed January 14 2016, Jorge Gustavo H, 46.051380, 14.506208, Sacred & Religious Sites
Modern Gallery (Moderna Galerija), Reviewed 4 weeks ago, _sstocker54, 46.052994, 14.499060, Art Museums
Ljubljana Castle, Reviewed October 24 2014, Betty W, 46.048809, 14.508312, Castles
Preseren Square, Reviewed August 29 2014, Heloisan, 46.051296, 14.506147, Points of Interest & Landmarks
Ljubljana Castle Funicular, Reviewed September 30 2015, Joanne J, 46.049046, 14.508827, Castles
Metelkova, Reviewed August 26 2017, taodoc, 46.056568, 14.516992, Neighborhoods
Dragon Bridge (Zmajski Most), Reviewed June 28 2015, plutooo, 46.052151, 14.510453, Bridges
Tivoli Park, Reviewed August 19 2016, Katarzyna D, 46.087688, 14.473920, Parks
Ljubljana Castle, Reviewed August 20 2017, Jesus A, 46.048809, 14.508312, Castles
Tivoli Park, Reviewed August 18 2015, Fulvio V, 46.087688, 14.473920, Parks
Ljubljana Castle, Reviewed September 17 2016, Alejandro C, 46.048809, 14.508312, Castles
Ljubljana Old Town, Reviewed December 8 2016, LUCKYME72, 46.051033, 14.506317, Neighborhoods
Tourist Information Centre Ljubljana, Reviewed February 23 2016, Nikky1, 46.051025, 14.506311, Visitor Centers
Modern Gallery (Moderna Galerija), Reviewed May 10 2016, M- F, 46.052994, 14.499060, Art Museums
Ljubljana Castle, Reviewed November 16 2016, Miodrag D, 46.048809, 14.508312, Castles
Ljubljana Old Town, Reviewed November 6 2012, NDSydney56, 46.051033, 14.506317, Neighborhoods
Dragon Bridge (Zmajski Most), Reviewed March 21 2016, Periodistas Via... M, 46.052151, 14.510453, Bridges
Ljubljana Old Town, Reviewed September 20 2015, Jan V, 46.051033, 14.506317, Neighborhoods
Ljubljana Old Town, Reviewed December 29 2015, ricochet78, 46.051033, 14.506317, Neighborhoods
Ljubljana Old Town, Reviewed July 7 2014, Steven C, 46.051033, 14.506317, Neighborhoods
Triple Bridge (Tromostovje), Reviewed October 25 2015, travelbunny75, 46.051815, 14.506286, Bridges
Metelkova, Reviewed March 21 2017, motorhead76, 46.056568, 14.516992, Neighborhoods
Dragon Bridge (Zmajski Most), Reviewed October 9 2012, kira_mclean, 46.052151, 14.510453, Bridges
Ljubljana Castle, Reviewed March 23 2015, Francesca B, 46.048809, 14.508312, Castles
Ljubljana Castle, Reviewed June 6 2016, kikki_OSLO, 46.048809, 14.508312, Castles
Ljubljana Castle, Reviewed October 6 2015, Lucrezia1989, 46.048809, 14.508312, Castles
Butcher's Bridge, Reviewed November 17 2012, jysuisjyreste, 46.051743, 14.508775, Bridges
Ljubljana Old Town, Reviewed December 3 2016, Adam R, 46.051033, 14.506317, Neighborhoods
Dragon Bridge (Zmajski Most), Reviewed November 7 2016, Angel L, 46.052151, 14.510453, Bridges
Preseren Square, Reviewed October 29 2015, Blok45Serbia, 46.051296, 14.506147, Points of Interest & Landmarks
Ljubljana Old Town, Reviewed July 13 2016, MAC1240, 46.051033, 14.506317, Neighborhoods
Ljubljana Old Town, Reviewed July 13 2016, Chiara T, 46.051033, 14.506317, Neighborhoods
Ljubljana Castle Funicular, Reviewed June 22 2015, Diana C, 46.049046, 14.508827, Castles
Ljubljana Castle, Reviewed May 4 2017, ElkeSommer, 46.048809, 14.508312, Castles
Union Experience - Union Brewery, Reviewed September 19 2017, Di H, 46.059261, 14.499269, Breweries
Tivoli Park, Reviewed September 13 2016, Tjasa C, 46.087688, 14.473920, Parks
Metelkova, Reviewed July 23 2013, christy1030, 46.056568, 14.516992, Neighborhoods
Ljubljana Old Town, Reviewed January 25 2013, TWP64, 46.051033, 14.506317, Neighborhoods
Cathedral of St. Nicholas (Stolnica Sv. Nikolaja), Reviewed June 6 2015, B1714D, 46.050743, 14.508185, Sacred & Religious Sites
Ljubljana Old Town, Reviewed May 3 2013, Nicorobi, 46.051033, 14.506317, Neighborhoods
Dragon Bridge (Zmajski Most), Reviewed July 14 2015, scott a, 46.052151, 14.510453, Bridges
Old Square (Stari trg), Reviewed June 5 2017, Su64_11, 46.047188, 14.507991, Points of Interest & Landmarks
Triple Bridge (Tromostovje), Reviewed December 30 2016, Pasquale F, 46.051815, 14.506286, Bridges
Ljubljana Castle, Reviewed June 11 2014, verjini, 46.048809, 14.508312, Castles
Metelkova, Reviewed October 27 2014, dooomagoj, 46.056568, 14.516992, Neighborhoods
Preseren Square, Reviewed August 23 2012, Chris G, 46.051296, 14.506147, Points of Interest & Landmarks
Cathedral of St. Nicholas (Stolnica Sv. Nikolaja), Reviewed March 20 2017, MarkoD71, 46.050743, 14.508185, Sacred & Religious Sites
River Ljubljanica Kanal, Reviewed August 25 2014, Svetlana S, 46.050674, 14.505830, Bodies of Water
Tivoli Park, Reviewed July 31 2016, Michele V, 46.087688, 14.473920, Parks
Town Hall (Magistrat), Reviewed August 22 2015, Enzo-Karina, 46.050060, 14.506863, Government Buildings
Tivoli Park, Reviewed December 9 2014, Blaz P, 46.087688, 14.473920, Parks
Preseren Square, Reviewed October 27 2014, David_R_Silva, 46.051296, 14.506147, Points of Interest & Landmarks
Ljubljana Old Town, Reviewed August 15 2017, Xander V, 46.051033, 14.506317, Neighborhoods
Ljubljana Castle, Reviewed January 4 2017, grecodax, 46.048809, 14.508312, Castles
Dragon Bridge (Zmajski Most), Reviewed September 16 2017, Dusan12311, 46.052151, 14.510453, Bridges
Metelkova, Reviewed May 20 2013, finalsky, 46.056568, 14.516992, Neighborhoods
Dragon Bridge (Zmajski Most), Reviewed September 26 2015, lakwatsera2014, 46.052151, 14.510453, Bridges
Franciscan Church (Franciskanska cerkev), Reviewed June 5 2015, Oldjack, 46.051380, 14.506208, Sacred & Religious Sites
Dragon Bridge (Zmajski Most), Reviewed September 3 2016, czuj, 46.052151, 14.510453, Bridges
Cathedral of St. Nicholas (Stolnica Sv. Nikolaja), Reviewed January 31 2017, Lalitowhynot, 46.050743, 14.508185, Sacred & Religious Sites
Dragon Bridge (Zmajski Most), Reviewed September 2 2016, Kaeli H, 46.052151, 14.510453, Bridges
River Ljubljanica Kanal, Reviewed May 27 2015, jWorld Traveler, 46.050674, 14.505830, Bodies of Water
ZOO Ljubljana, Reviewed September 17 2016, Mietze T, 46.054249, 14.471506, Zoos
Triple Bridge (Tromostovje), Reviewed 1 week ago, Giovanni G, 46.051815, 14.506286, Bridges
Cooperative Business Bank, Reviewed September 21 2016, 0verTheW0rld, 46.052742, 14.506805, Architectural Buildings
Triple Bridge (Tromostovje), Reviewed September 25 2016, MJMCD67, 46.051815, 14.506286, Bridges
