address, lat, lng
Jewish Museum Vienna (Judisches Museum der Stadt Wien) Vienna, 48.207201, 16.369345199999998
Vienna Naschmarkt Vienna, 48.1984054, 16.363116499999933
Praterstern Vienna, 48.2170358, 16.391773100000023
Wiener Konzerthaus Vienna, 48.2006327, 16.377635000000055
Anker Clock Vienna, 48.2107483, 16.373648900000035
Dorotheum Vienna, 48.2061946, 16.36880510000003
Riesenrad Vienna, 48.2166205, 16.395888900000045
Trinitarierkirche zum Heiligen Franz von Assisi Vienna, 48.2244893, 16.40535220000004
Vienna Coffeehouse Conversations Vienna, 35.7565201, -83.96903450000002
Vienna Museum Vienna, 48.199437, 16.372960000000035
Meinl am Graben Vienna, 48.2094329, 16.368291399999976
Russian Orthodox Cathedral of St. Nicholas Vienna, 48.1974525, 16.385062100000027
Palmenhaus Schoenbrunn Vienna, 48.1842141, 16.30290260000004
Ernst Happel Stadion Vienna, 48.2072078, 16.420984699999963
Madame Tussauds Vienna Vienna, 48.2174097, 16.396554899999956

