address, lat, lng
HillBilly`s BBQ SmokeHouse (#restaurant), 46.056042, 14.50377
B-restaurant&bar (#restaurant), 46.057114, 14.50554
Dvor Tacen (#restaurant), 46.117603, 14.462075
Kavarna Tiskarna (#restaurant), 46.075253, 14.510831
Snack Zoki Zoran Jovanovic (#restaurant), 46.082016, 14.515053
Gostilna Jelen (#restaurant), 46.100708, 14.459246
Chuty's - Heart Of Asia (#restaurant), 46.049709, 14.50216
Patrick's Irish Pub (#restaurant), 46.052753, 14.508386
Penzion Kmecki hram (#restaurant), 46.078911, 14.53632
Cafe Antico (#restaurant), 46.047577, 14.506375
Restaurant Angel (#restaurant), 46.08786, 14.47597
Premier Pub (#restaurant), 46.051804, 14.508338
Bangkokstreet (#restaurant), 46.068779, 14.547201
Kavarna Macek (#restaurant), 46.04948, 14.5059
Central Station (#restaurant), 46.052441, 14.508944
Krpan (#restaurant), 46.05389, 14.530328
Maratonec (#restaurant), 46.069012, 14.50171
Gostilna Pod Lipo (#restaurant), 46.047802, 14.499081
Govinda's vegetarian restaurant (#restaurant), 46.062988, 14.49895
Cojzla (#restaurant), 46.06403, 14.544444
Gostilna Cubr (#restaurant), 46.1996, 14.563547
Gostilna Gorjanc (#restaurant), 46.027569, 14.43411
Pri Kovacu (#restaurant), 46.031601, 14.6044
ZMAUC (#restaurant), 46.047668, 14.49834
eVino Wine bar (#restaurant), 46.063931, 14.52668
Brodo (#restaurant), 46.053928, 14.50508
Valvasor (#restaurant), 46.048027, 14.506134
Das ist Valter (#restaurant), 46.056271, 14.519134
Cajna hisa (#restaurant), 46.048351, 14.506203
Druga Violina (#restaurant), 46.046932, 14.506671
Sorbara Steak House (#restaurant), 46.046909, 14.505904
Pop's Place (#restaurant), 46.050423, 14.505957
Most (#restaurant), 46.052036, 14.508612
Restavracija Cubo (#restaurant), 46.064041, 14.527556
Julija (#restaurant), 46.047962, 14.506126
Manna (#restaurant), 46.043331, 14.505167
Le Petit cafe (#restaurant), 46.046982, 14.502627
Pri Skofu (#restaurant), 46.044018, 14.504235
Kralj Zara (#restaurant), 46.050625, 14.504577
Robba (#restaurant), 46.049744, 14.506605
Klobasarna (#restaurant), 46.050488, 14.507859
Vinoteka Movia (#restaurant), 46.049885, 14.506755
Hood Burger (#restaurant), 46.038795, 14.476153
Luda (#restaurant), 46.050606, 14.512692
TaBar (#restaurant), 46.050198, 14.506063
Abi Falafel (#restaurant), 46.052402, 14.510864
Fari's Delice (#restaurant), 46.056854, 14.508333
Ek Bistro (#restaurant), 46.051914, 14.513801
Restavracija Strelec (#restaurant), 46.049042, 14.509033
Restaurant Compa (#restaurant), 46.052441, 14.511179
Monstera bistro (#restaurant), 46.048443, 14.504394
Gostilna Dela (#restaurant), 46.050674, 14.512153
Pizzerija Trta (#restaurant), 46.043694, 14.506672
Zbornica (#restaurant), 46.047333, 14.500088
Hisa Pod Gradom restaurant (#restaurant), 46.049549, 14.511301
